product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
4aca38e787c979a6106440c7a63036b4,brinquedos,55.0,1107.0,1.0,1600.0,40.0,15.0,35.0
36f60d45225e60c7da4558b070ce4b60,informatica_acessorios,33.0,300.0,1.0,207.0,19.0,11.0,14.0
09364ccfda8448d03ae4082f6044b16e,informatica_acessorios,56.0,924.0,1.0,200.0,16.0,10.0,16.0
621b15d249d471192c1bd7ade2dd8b86,fashion_roupa_feminina,26.0,225.0,2.0,300.0,16.0,2.0,11.0
5e5d267a41f3d8bb608c2f0bd4b4972f,relogios_presentes,57.0,536.0,1.0,357.0,17.0,12.0,16.0
5ddf71f0c832e1af820031a5a62beb01,eletrodomesticos,50.0,719.0,1.0,100.0,16.0,3.0,13.0
6ae38d49db7fc65ad1779828542aecba,ferramentas_jardim,42.0,317.0,1.0,2300.0,23.0,22.0,19.0
d5ad1429503cdb3871407ed2e8fbf859,moveis_decoracao,37.0,626.0,3.0,1363.0,36.0,6.0,32.0
a5341e3f8155dbb3e62323d3ea289729,moveis_decoracao,50.0,422.0,7.0,2850.0,40.0,5.0,44.0
09982590713913e225d3ce5ccb670688,bebes,58.0,1977.0,1.0,200.0,17.0,17.0,15.0
d1f69b1b509a6f4e1fdca33101625bc8,relogios_presentes,36.0,343.0,10.0,750.0,30.0,30.0,30.0
762e9c384b4752bbcbea568e3d89856f,pet_shop,25.0,236.0,2.0,200.0,21.0,16.0,17.0
af4708c7522d336a01ea0a421531e56f,papelaria,54.0,688.0,2.0,475.0,18.0,13.0,16.0
775917a2882dceb1d02aaa6b1abc1b24,moveis_decoracao,58.0,408.0,2.0,8050.0,52.0,18.0,35.0
f42892b40225227fe465626ff509a92e,casa_conforto,58.0,335.0,1.0,1750.0,45.0,15.0,35.0
ab5da1daa941470d14366f4e76a99dd2,eletrodomesticos,57.0,953.0,3.0,100.0,30.0,10.0,15.0
a19b6951c75da43aad691622dd2f6abe,moveis_decoracao,44.0,789.0,1.0,650.0,20.0,35.0,20.0
99b5175198369d12de8feee13dafac16,beleza_saude,35.0,778.0,1.0,225.0,28.0,15.0,17.0
610c673331ac3c4fa0f393ce5af9aa2e,eletronicos,43.0,381.0,1.0,150.0,22.0,11.0,16.0
66f7f8d449192024900375fad770d864,relogios_presentes,46.0,250.0,3.0,650.0,20.0,15.0,17.0
249de764c23f381ef073c7520e0ab799,pet_shop,38.0,605.0,1.0,175.0,20.0,5.0,13.0
71a7800a633691de8ecdd17463335e2e,construcao_ferramentas_jardim,49.0,1845.0,5.0,550.0,20.0,16.0,30.0
d66815037fba03ebe1e3bcb9967723aa,brinquedos,46.0,853.0,3.0,1349.0,35.0,49.0,25.0
f35013cb05a9538a4428fa6161b2c96b,cama_mesa_banho,60.0,680.0,1.0,1275.0,19.0,17.0,23.0
60c93709754c1b56d6fcc7187a4810f3,utilidades_domesticas,57.0,685.0,1.0,2700.0,30.0,30.0,30.0
dc52f0f5d3ec37a93eaf956cde4e5d2c,relogios_presentes,60.0,539.0,7.0,400.0,16.0,2.0,20.0
86742dc5c815f1c8c04c6e323e3c1865,pet_shop,37.0,734.0,10.0,6950.0,48.0,28.0,31.0
800b4691fe11622089b5437c9713fe95,moveis_decoracao,57.0,306.0,1.0,1300.0,40.0,7.0,35.0
d2f5484cbffe4ca766301b21ab9246dd,informatica_acessorios,51.0,448.0,1.0,180.0,16.0,9.0,16.0
1cf0c9095608952cb1c65c4789946375,eletronicos,52.0,293.0,2.0,275.0,28.0,9.0,22.0
e485be8a88ca64e497e88b16af6cc11d,dvds_blu_ray,38.0,910.0,2.0,200.0,20.0,2.0,14.0
60bc15240c03ba82f305cd923bd93598,perfumaria,53.0,693.0,1.0,450.0,18.0,18.0,18.0
b41d86054cccdd1d4bb6c1835bfee57c,beleza_saude,42.0,376.0,1.0,500.0,23.0,5.0,11.0
905434463b9e660873f4c2833b75ae07,pet_shop,55.0,800.0,1.0,11450.0,42.0,65.0,55.0
a5e74dc2d01e8b9df1590c7160358273,utilidades_domesticas,50.0,226.0,6.0,7250.0,45.0,19.0,45.0
e275b12a1775bcc17af5524af5ba80b4,,,,,500.0,35.0,7.0,40.0
a4fa3b8fa5953b0bd18bf4e0b4de499d,cama_mesa_banho,58.0,189.0,1.0,1350.0,46.0,2.0,36.0
f80214fd7d681d1dcf12b3acaf4f0da7,moveis_escritorio,45.0,1156.0,1.0,12250.0,63.0,58.0,24.0
544523486eda57c8fe25acfe423abaf4,automotivo,58.0,382.0,1.0,1300.0,22.0,9.0,16.0
3b4db17ce4f2c8731f83b093db7aa0b1,market_place,56.0,1376.0,3.0,1750.0,32.0,10.0,40.0
01ef0716b68c8493434ad32430c24e18,cama_mesa_banho,59.0,641.0,2.0,1250.0,16.0,10.0,16.0
5c973b4202aac5c372a483e712306f4f,cama_mesa_banho,38.0,182.0,2.0,350.0,25.0,9.0,19.0
57d79905de06d8897872c551bfd09358,telefonia,59.0,540.0,4.0,300.0,17.0,4.0,12.0
21634fadc73ca34ac36813b02f1f10c8,utilidades_domesticas,51.0,906.0,3.0,800.0,44.0,14.0,35.0
e78506414d2563b6414cfd84b7fa0802,perfumaria,58.0,827.0,1.0,460.0,20.0,14.0,20.0
173d5a1b6c4ea4f41aafca840646d240,informatica_acessorios,60.0,2442.0,4.0,100.0,16.0,16.0,16.0
11068d52d5927407c556ffd893c3feae,beleza_saude,43.0,1364.0,1.0,2300.0,30.0,12.0,16.0
be55ae76be8824525f40695d49a5a7b5,agro_industria_e_comercio,42.0,370.0,2.0,2350.0,18.0,36.0,18.0
51250f90d798d377a1928e8a4e2e9ae1,perfumaria,54.0,937.0,1.0,50.0,16.0,5.0,11.0
6cc9186dabae23739b55d97cc649c686,moveis_decoracao,33.0,471.0,1.0,450.0,20.0,20.0,20.0
6d426dd1336e5a7d34470ae65bc68abf,telefonia_fixa,30.0,679.0,2.0,3060.0,30.0,11.0,26.0
b86342c63a6cf10c0bd92517b1a592bc,automotivo,60.0,1657.0,3.0,550.0,16.0,21.0,18.0
834df04774f3aa4b60bfd6f839f448bc,fashion_calcados,49.0,375.0,6.0,300.0,29.0,7.0,16.0
8e6e09d38503b28b4d2f3f0450bd6fc9,beleza_saude,58.0,775.0,1.0,250.0,16.0,10.0,20.0
0364c36f8e845e4d309c0a3accc04b1c,moveis_escritorio,47.0,1158.0,1.0,16800.0,63.0,58.0,24.0
43423cdffde7fda63d0414ed38c11a73,relogios_presentes,41.0,1159.0,4.0,350.0,16.0,14.0,11.0
d9cb2ed0c6d5ccdd1da7ae9e8cad120c,utilidades_domesticas,60.0,446.0,5.0,10300.0,45.0,28.0,45.0
06f89d2b2a8b4994e56366402feacba9,consoles_games,58.0,1811.0,4.0,750.0,16.0,8.0,11.0
ab52c2c44ec8bebc9559a03ec12c8eec,papelaria,50.0,318.0,5.0,1500.0,38.0,30.0,28.0
4cfc416f8442732b89ab2c1bbeabe9da,bebes,40.0,435.0,1.0,500.0,34.0,8.0,21.0
6e40985ec667ded54668d2b70a7aa0a2,ferramentas_jardim,47.0,495.0,2.0,550.0,25.0,15.0,15.0
dd60cac04e6bcbc919cb1c7dcc473211,utilidades_domesticas,59.0,379.0,1.0,900.0,45.0,20.0,25.0
c872a0597aebcf0777299db27d6d94d4,beleza_saude,39.0,2389.0,1.0,3600.0,16.0,28.0,11.0
4c05be00027392c898ab59a94fad2151,beleza_saude,53.0,1101.0,1.0,250.0,26.0,5.0,18.0
24c855c83d506d85c7386ff94d6c8db1,esporte_lazer,48.0,3402.0,1.0,700.0,25.0,25.0,25.0
6b00cb3fe05c73d0acef3fd949a34c0f,brinquedos,34.0,254.0,1.0,200.0,16.0,10.0,11.0
cc02ea01817f1cb21e6708bc19f1ee20,industria_comercio_e_negocios,45.0,704.0,1.0,4400.0,36.0,12.0,45.0
887c03038c774a15272a3e75ca7b4fa7,informatica_acessorios,58.0,548.0,1.0,150.0,16.0,14.0,11.0
b4693721011686a49e4b8fac4e527dde,moveis_decoracao,42.0,789.0,1.0,450.0,20.0,35.0,20.0
6c698925de870b02a87e337a0d3af1c3,perfumaria,50.0,248.0,1.0,363.0,22.0,16.0,20.0
667058878eaaa9a381ed3e6b1f8b8cda,telefonia,60.0,850.0,5.0,300.0,17.0,4.0,12.0
b49315bbc5fe119fafd17c53f573bfae,construcao_ferramentas_construcao,53.0,878.0,1.0,150.0,19.0,5.0,25.0
f32415d23c358ef1e387a7d329d9ce9f,papelaria,59.0,276.0,2.0,550.0,66.0,12.0,12.0
224f4ce3262279a31db214df54befe1b,beleza_saude,56.0,608.0,1.0,350.0,19.0,12.0,13.0
76f4d017416dbf316f05abe3a1aa04df,fashion_calcados,53.0,408.0,5.0,1400.0,22.0,12.0,33.0
060965aa6dfa817b80abda0c9413cc77,cama_mesa_banho,59.0,3863.0,5.0,22250.0,85.0,23.0,68.0
cd7f7f00061ea28ae06afc6dc5786cf0,moveis_decoracao,33.0,1183.0,5.0,350.0,68.0,8.0,13.0
5264bb8a8395e30c0d59ac73be2c7613,telefonia,29.0,341.0,3.0,83.0,19.0,4.0,11.0
0ff3339eba4028a9dc569a61229c465a,informatica_acessorios,50.0,801.0,5.0,100.0,16.0,4.0,14.0
1427b126f61597524866770b05d4eed2,informatica_acessorios,51.0,378.0,1.0,200.0,17.0,13.0,13.0
854f1672c41eaa84b3e3a79e06146f63,telefonia,59.0,777.0,6.0,350.0,17.0,4.0,12.0
50a64d6b01398039142e3e0be6f2fca4,artes,50.0,856.0,1.0,5900.0,40.0,10.0,30.0
6c8dfcd9be1c04a1b4f98bb6c283a6aa,instrumentos_musicais,37.0,284.0,1.0,289.0,37.0,12.0,13.0
ca5c923962558430573f83661dbe36d6,pet_shop,59.0,747.0,2.0,1250.0,40.0,20.0,30.0
0eb5d1d033dcdd7b9b11658ce84ee8e9,pet_shop,54.0,350.0,1.0,350.0,16.0,4.0,11.0
5991d036c20c6afec567cb3b852e616d,utilidades_domesticas,55.0,595.0,1.0,1400.0,30.0,30.0,30.0
62ea5f65c53b526eee8ccada76b1446c,moveis_decoracao,60.0,1486.0,3.0,1950.0,105.0,3.0,70.0
c8eb5b2d7173db25ec9bfc54dcb4ccbb,bebes,44.0,1135.0,1.0,450.0,25.0,15.0,17.0
485aa17cb179a6624fb0c9e12cc639d1,cool_stuff,51.0,873.0,3.0,900.0,18.0,9.0,27.0
3a362c0e7f9a69276e2d95869a3e143b,beleza_saude,60.0,919.0,1.0,150.0,22.0,3.0,15.0
2ffdf10e724b958c0f7ea69e97d32f64,relogios_presentes,59.0,582.0,1.0,263.0,17.0,12.0,13.0
181abab3cccc131f868d3bc7a5b97fd0,moveis_sala,38.0,433.0,1.0,1100.0,31.0,5.0,31.0
956d19f9b8366d1675cc4ffd0bf10d87,relogios_presentes,59.0,870.0,5.0,400.0,16.0,11.0,17.0
39084b68d30ae3ce2bdaf467ed4f3dbc,perfumaria,23.0,217.0,2.0,250.0,16.0,11.0,11.0
60583a83a08e3bb8c9fd974983021a34,utilidades_domesticas,60.0,396.0,5.0,3600.0,46.0,19.0,32.0
bc9b777dcebf814cf56193dcef254448,beleza_saude,45.0,315.0,2.0,250.0,16.0,5.0,20.0
6c8353ee35a281d45677fc3715958586,informatica_acessorios,42.0,756.0,9.0,200.0,16.0,2.0,11.0
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57.0,339.0,2.0,1800.0,37.0,22.0,40.0
ee99026a2d04ff2294f42f8cf337029b,ferramentas_jardim,54.0,1736.0,2.0,1300.0,25.0,14.0,24.0
6ec26071510e1cf38d6988f473f8d7a5,moveis_decoracao,60.0,454.0,2.0,433.0,47.0,4.0,35.0
b7550710491181180a97295a6b9faded,construcao_ferramentas_seguranca,57.0,2457.0,1.0,7250.0,31.0,31.0,31.0
50e08517d3e71a6c24abf633e8d88ca1,utilidades_domesticas,55.0,1733.0,1.0,1818.0,33.0,17.0,26.0
16616beea59b12efb813aafa8b759f23,telefonia,50.0,1986.0,1.0,100.0,19.0,5.0,13.0
11a8af1af041fa2d890e7922566feadb,fashion_bolsas_e_acessorios,52.0,264.0,5.0,200.0,16.0,6.0,11.0
ffbe169d395060d7fb975c990581a329,moveis_decoracao,52.0,1141.0,3.0,700.0,40.0,11.0,30.0
d76b0c7f80641d892f4e650e74e4c120,beleza_saude,49.0,1245.0,3.0,1150.0,50.0,10.0,15.0
ea1d9847778160f2d0c74950812fd8d0,automotivo,57.0,370.0,1.0,5600.0,30.0,25.0,25.0
75c1defd23a9893201a8bed3740168eb,eletronicos,60.0,653.0,1.0,401.0,17.0,12.0,15.0
b2a40530065c5d88115cfa7560151794,perfumaria,55.0,888.0,1.0,125.0,16.0,7.0,16.0
ecf23a6c1689e2bed38171ececac6138,utilidades_domesticas,56.0,1688.0,4.0,1700.0,16.0,17.0,17.0
f9b1795281ce51b1cf39ef6d101ae8ab,,,,,400.0,32.0,15.0,15.0
6473836fcba4675677ffc426c98db787,automotivo,60.0,261.0,1.0,375.0,20.0,14.0,18.0
7d537f37cb20c7ccb74397390322047d,beleza_saude,52.0,588.0,1.0,2000.0,30.0,12.0,16.0
129de02d0ac6adf4f77c41bc157adbeb,automotivo,55.0,2527.0,2.0,250.0,20.0,4.0,16.0
164a001b8c3c3be1c4c04f158bfafaca,ferramentas_jardim,32.0,1142.0,2.0,3020.0,35.0,23.0,25.0
deecc62b2db3d87ff4d9fe364fead01f,telefonia,59.0,2374.0,3.0,350.0,16.0,10.0,12.0
8cd0af4160df609b19513a93e40899a6,cama_mesa_banho,31.0,254.0,1.0,1925.0,38.0,13.0,20.0
12a46620105cc4bf4d193fed203ab9e6,esporte_lazer,53.0,921.0,4.0,150.0,17.0,5.0,11.0
b8a0d73b2a06e7910d9864dccdb0cda2,beleza_saude,43.0,295.0,1.0,371.0,20.0,16.0,16.0
d767651561474e5b08ee9a2674146331,livros_interesse_geral,20.0,928.0,1.0,400.0,33.0,6.0,22.0
5415fa4d6c000c97cddafcf0419b09f7,fashion_bolsas_e_acessorios,40.0,360.0,5.0,800.0,16.0,9.0,11.0
7c4a8bec217df1de0df2b5aaf8175b65,audio,58.0,675.0,2.0,167.0,16.0,4.0,11.0
6fd29b4c024c598e9339e67a7469be43,relogios_presentes,59.0,1057.0,1.0,225.0,28.0,10.0,18.0
8ceb6a29cf065f382c7b8cbc9fea3a84,beleza_saude,60.0,919.0,1.0,200.0,22.0,3.0,15.0
f9eb0aeafb5aa02dd5889376063550b9,cama_mesa_banho,58.0,352.0,2.0,400.0,50.0,11.0,11.0
96f608a5fe010cb34dc25baee3274444,cama_mesa_banho,55.0,352.0,2.0,500.0,50.0,11.0,11.0
60184212dae4e6b0da32bf54271a8c4a,relogios_presentes,59.0,476.0,2.0,394.0,17.0,11.0,14.0
c91c24a6ec3aa0059e69656c4677e84d,ferramentas_jardim,54.0,292.0,2.0,3750.0,32.0,14.0,22.0
1ec5253cf0b6d3a31b822770cfa139b5,utilidades_domesticas,28.0,337.0,1.0,9000.0,50.0,14.0,50.0
f2169c25db6a579fde210bf8ce7ce9d7,ferramentas_jardim,33.0,1942.0,1.0,7750.0,54.0,28.0,28.0
1a405418406359cc2b8815f93bf359c2,esporte_lazer,56.0,1007.0,2.0,4550.0,20.0,20.0,20.0
c06d2c20b8ddf6d40c23294a6e361c78,beleza_saude,42.0,857.0,1.0,1250.0,30.0,12.0,16.0
24decea9d84c24b8c6c53a2df90066e9,cama_mesa_banho,46.0,352.0,2.0,550.0,50.0,11.0,11.0
9b20cbe99cd2a76d917fd7c13cc75384,informatica_acessorios,52.0,944.0,1.0,100.0,16.0,20.0,20.0
8498a9b0c20fa9075241141de7f756fb,esporte_lazer,44.0,235.0,2.0,2100.0,60.0,15.0,15.0
fdfb90feb49d2b41b8283a8ec6e95590,instrumentos_musicais,59.0,1123.0,1.0,11600.0,45.0,20.0,100.0
e891d4a9622cae3b9fc2ec558bda155b,,,,,400.0,50.0,5.0,11.0
e583bb5fa3cb1e876a6ea48f21dfef34,artigos_de_festas,59.0,761.0,1.0,350.0,27.0,9.0,19.0
0a4af8f868e8a22b279c9d0a24d36537,moveis_decoracao,60.0,538.0,3.0,500.0,17.0,17.0,17.0
4c2394abfbac7ff59ec7a420918562fa,beleza_saude,49.0,1495.0,3.0,600.0,33.0,19.0,13.0
11059273f4bc1a293777e98c89807c62,beleza_saude,43.0,1565.0,1.0,1050.0,22.0,15.0,17.0
71137504070dc94a0e1d04089985f3e2,esporte_lazer,55.0,1723.0,3.0,1150.0,80.0,8.0,15.0
56190ea1f5b28f23ba0065cfa36b7de6,esporte_lazer,42.0,1322.0,2.0,400.0,26.0,16.0,21.0
c770c3d5ab511e88a96d387bdb0b6ce0,utilidades_domesticas,12.0,210.0,2.0,1100.0,48.0,24.0,23.0
740adb81f19fb346d1ce72237211ba51,pet_shop,37.0,1243.0,2.0,682.0,25.0,35.0,27.0
24baefeed71136f90df0149ca1e85c49,automotivo,56.0,874.0,1.0,150.0,27.0,10.0,13.0
50cada320c34c3d63fa8598fdda8e06e,beleza_saude,39.0,300.0,1.0,233.0,42.0,21.0,26.0
1190eb246390ebf377a858260f546a98,relogios_presentes,55.0,750.0,1.0,500.0,20.0,13.0,13.0
c6cae2869a248cef27c00f3340ac90a6,moveis_decoracao,56.0,1181.0,2.0,600.0,53.0,8.0,11.0
5e3b4b17383b90a3129e552bd71bf2b8,beleza_saude,59.0,1310.0,1.0,1450.0,20.0,15.0,15.0
083ea24cbab9f8f572fc21a8f63fb282,fashion_bolsas_e_acessorios,49.0,459.0,5.0,150.0,16.0,9.0,11.0
a2105c8c0d5d99dbc5a2a9ad94321e5c,esporte_lazer,58.0,1274.0,2.0,4800.0,58.0,10.0,50.0
a5ffaf53a3938ac2c92f493e524adfca,automotivo,51.0,586.0,1.0,2000.0,41.0,19.0,41.0
11875b30b49585209e608f40e8082e65,esporte_lazer,26.0,1465.0,1.0,1032.0,17.0,15.0,16.0
54b755678728b84472c2b654ac4de777,alimentos_bebidas,26.0,2427.0,1.0,200.0,20.0,12.0,15.0
db42edb381d7ffe41a162d344fb1de53,moveis_decoracao,35.0,569.0,1.0,2400.0,30.0,30.0,30.0
c956bde83b283fe27c438080dcb246c5,utilidades_domesticas,38.0,547.0,2.0,7250.0,32.0,28.0,27.0
a85c8524b5ee70cd1f5fc717304870bb,automotivo,46.0,738.0,3.0,300.0,25.0,10.0,20.0
3d36ef6c6d553500f4240920658689e3,brinquedos,48.0,819.0,4.0,1538.0,25.0,36.0,31.0
66484d3ad6c8fcd55265bfdb060fc8cc,eletroportateis,37.0,3469.0,5.0,1500.0,22.0,29.0,13.0
6b5170a2d3ae93a38e63f17b356da239,utilidades_domesticas,40.0,464.0,1.0,1200.0,28.0,8.0,13.0
aca71e1fceaea4278f27aab8a3498f60,automotivo,57.0,1331.0,4.0,100.0,16.0,4.0,12.0
2ba4dc95f18bb2bedbef662cb24de95e,brinquedos,30.0,698.0,3.0,10300.0,39.0,49.0,42.0
cf78006a2a6b0429b9663edd99bb38f9,moveis_decoracao,49.0,399.0,1.0,1900.0,28.0,19.0,21.0
b587e5fbc8f3573cb77c210bae6c3093,fashion_bolsas_e_acessorios,13.0,175.0,1.0,150.0,20.0,20.0,20.0
439d0c278b77ddc4b1488de210c8df35,cama_mesa_banho,44.0,641.0,2.0,1950.0,50.0,10.0,40.0
79ad39409fa4bcc36b4b7f734c79c2a2,fashion_bolsas_e_acessorios,59.0,874.0,3.0,200.0,20.0,10.0,20.0
007c63ae4b346920756b5adcad8095de,utilidades_domesticas,48.0,808.0,1.0,2800.0,30.0,30.0,30.0
9abb00920aae319ef9eba674b7d2e6ff,bebes,35.0,2395.0,1.0,350.0,19.0,14.0,12.0
de92134fd940e9302d27c31af4581fbd,eletroportateis,50.0,797.0,1.0,438.0,25.0,12.0,15.0
12b86b2eab3b8c2bbf01adc381aa96e2,fashion_calcados,44.0,284.0,12.0,400.0,29.0,7.0,16.0
e3425df9bd51be69917273c9dd92ed5e,relogios_presentes,53.0,346.0,2.0,733.0,17.0,10.0,18.0
22a8168cf1f1c6347da8d29863b7f75e,consoles_games,53.0,2013.0,4.0,155.0,16.0,7.0,14.0
746cc974fbb29d7d1bb638e588b7c8d8,cama_mesa_banho,47.0,701.0,2.0,1100.0,50.0,12.0,12.0
8b8b4d3f77864f6e8f6b35fc23ff63ca,esporte_lazer,60.0,723.0,1.0,600.0,50.0,12.0,18.0
0a27be3536127164b11173c57f14a2da,perfumaria,53.0,613.0,1.0,500.0,23.0,8.0,15.0
f8b09faf273ab8c2cb4209378253f56a,beleza_saude,25.0,1351.0,1.0,1200.0,25.0,19.0,18.0
840b41c3044d2b09db4933d48cffa924,utilidades_domesticas,54.0,464.0,1.0,505.0,17.0,17.0,19.0
341d85d688ecc3353cf2a968e7ad0dbf,beleza_saude,47.0,554.0,1.0,350.0,16.0,10.0,20.0
c9bd28e8a4220af0723c7b7f97778681,informatica_acessorios,57.0,1502.0,2.0,300.0,18.0,8.0,20.0
7c467bb2783193fce00e68a53bf05fbd,moveis_quarto,52.0,344.0,3.0,10750.0,93.0,63.0,11.0
59dbefe045e850ce6df6b1fd5dce14ba,pet_shop,55.0,678.0,4.0,11900.0,50.0,37.0,37.0
50d77758742285ff49f340ebdf0df5a7,eletrodomesticos,56.0,953.0,3.0,500.0,30.0,12.0,17.0
a067f34727f55a883d84f5b3a5c72255,beleza_saude,53.0,2703.0,7.0,350.0,19.0,11.0,23.0
6b3c88110203820df52c762cd2d2e80f,brinquedos,57.0,1647.0,1.0,700.0,16.0,30.0,30.0
f390882d834eed84766218994ee9a511,esporte_lazer,44.0,392.0,1.0,525.0,23.0,23.0,23.0
525cb8d7fb28b9615a1cf6dd55074865,cama_mesa_banho,48.0,326.0,1.0,450.0,16.0,10.0,16.0
37664a6100bf523c545b7040be69ad00,beleza_saude,32.0,325.0,1.0,1600.0,21.0,16.0,31.0
636636222363eaf74bf5e313dc934cd0,moveis_decoracao,41.0,721.0,3.0,900.0,32.0,6.0,28.0
7368c0d612a177b6cb085f56b823dc08,eletroportateis,45.0,418.0,1.0,500.0,30.0,10.0,11.0
93b498aa80cf4062f0c6636c038141df,eletronicos,55.0,2583.0,4.0,719.0,21.0,12.0,24.0
c3504adf8e5bbfd1978d29a00c2075c5,pet_shop,59.0,1064.0,5.0,1650.0,68.0,4.0,48.0
62d41a80c366aa2d8644e3270adf8440,informatica_acessorios,50.0,512.0,1.0,1225.0,43.0,15.0,21.0
f77dd338d9f75229a09cbb9a18fd0c9a,cama_mesa_banho,42.0,734.0,5.0,400.0,20.0,20.0,20.0
cae4c48440297651e8ff3c2d58d314d2,moveis_escritorio,50.0,2083.0,1.0,20500.0,58.0,28.0,58.0
4ae289635418a8110ea2d5fb86472c63,utilidades_domesticas,50.0,448.0,4.0,1950.0,35.0,29.0,12.0
3db8ae718c645f8d0de8d1042bd9acd6,esporte_lazer,37.0,1338.0,1.0,250.0,18.0,13.0,16.0
d23a564a7cd43e5169246cc8d2c8c5db,instrumentos_musicais,47.0,150.0,1.0,600.0,16.0,3.0,11.0
99f84efaad4ec3bc71502bb7e6d8f8e8,utilidades_domesticas,55.0,414.0,1.0,8250.0,28.0,60.0,28.0
f9cce3e19235fa7d11942f69caaa22c7,telefonia,49.0,1715.0,4.0,300.0,20.0,38.0,30.0
e948cf75e6b64307f7f76a49eaa9fc2f,,,,,2300.0,36.0,21.0,36.0
83f86eca5473b6d1c7d566223592908d,,,,,200.0,16.0,2.0,11.0
055019def765ce08da9fac0585e927c3,bebes,63.0,884.0,5.0,300.0,17.0,7.0,24.0
4565bb5b964cc42b49780586560c98e0,esporte_lazer,32.0,1200.0,1.0,850.0,25.0,3.0,19.0
0a6cf067b01351046739940c8cb7f60f,brinquedos,49.0,893.0,1.0,600.0,26.0,13.0,41.0
12679a5fde22662b441abe4f754345ae,utilidades_domesticas,54.0,1926.0,1.0,10825.0,48.0,35.0,45.0
297b52b57d258e1a40202d4f9fb7e38a,beleza_saude,44.0,1482.0,2.0,150.0,20.0,17.0,21.0
271dc7b756644a368e87e48c2d38c590,cool_stuff,46.0,1001.0,3.0,900.0,23.0,41.0,16.0
5cbecf1b44b9abf491a61aadf2809f1a,cama_mesa_banho,30.0,140.0,1.0,700.0,40.0,4.0,30.0
0ef509449287240ee39e57b7eb630202,esporte_lazer,49.0,901.0,1.0,400.0,30.0,30.0,30.0
801abf9ab81269e94b64dd62fbd50fc2,bebes,38.0,713.0,1.0,6050.0,64.0,12.0,47.0
b0528299d65ab35e3ed853f6a853b8b8,construcao_ferramentas_construcao,48.0,1200.0,1.0,3400.0,16.0,27.0,35.0
4e46d4d7bdbc358eee60e44df825dd01,fashion_bolsas_e_acessorios,34.0,142.0,1.0,150.0,21.0,9.0,14.0
1a8c8d4e86c3b6d020f42b5621825ced,eletrodomesticos,42.0,116.0,1.0,450.0,20.0,13.0,12.0
37f4d0bf85fbf875c920d460766d6a5c,construcao_ferramentas_iluminacao,51.0,1512.0,6.0,500.0,35.0,14.0,23.0
59bcfc096cb9fa35b5c5294582c78486,beleza_saude,27.0,524.0,1.0,3500.0,35.0,30.0,15.0
9696fc4ef13aa92c9933cc364d18ac40,casa_conforto,30.0,230.0,1.0,700.0,30.0,30.0,30.0
a996589ecdf800089835934a0360ccc3,eletronicos,49.0,238.0,1.0,150.0,18.0,9.0,13.0
ea20f928ceaa7f146fe62a0cc8413ee5,moveis_decoracao,52.0,1786.0,2.0,500.0,68.0,8.0,13.0
a72df9d6b4412dbd03d886846a438a3c,consoles_games,39.0,1255.0,5.0,250.0,19.0,2.0,14.0
523af7268f3fb3b843cbae0c6b6526e0,eletronicos,27.0,271.0,2.0,300.0,22.0,4.0,13.0
21addb589dd9cf0c658177579dd2e99d,relogios_presentes,55.0,311.0,1.0,283.0,22.0,13.0,20.0
dac3640f6d34332e47555c0f1c5cad27,relogios_presentes,42.0,587.0,1.0,333.0,19.0,10.0,17.0
57a8dfdc8e9c5f16bfe0d6762706944b,automotivo,60.0,144.0,1.0,200.0,16.0,8.0,11.0
a294436012a512193adfae667b8465f8,brinquedos,60.0,804.0,3.0,625.0,33.0,13.0,23.0
e168af8b2f0d9319737c6a7a37904f9e,papelaria,59.0,139.0,1.0,2000.0,30.0,30.0,30.0
612da1ab2099d81e7da8a5769663c1ea,esporte_lazer,59.0,199.0,1.0,975.0,19.0,20.0,15.0
35d6a7880150d5dacc9ad0c9a9cfb233,instrumentos_musicais,45.0,1546.0,5.0,725.0,28.0,8.0,23.0
274669a78ffdf9398adbd9502e6c4915,papelaria,29.0,194.0,1.0,450.0,16.0,42.0,32.0
7620a27f1d6747511f1c6f0ddb63c0ef,flores,52.0,225.0,1.0,850.0,16.0,11.0,11.0
ecbd7c0c31f1779002f5a78b2a1873ae,bebes,60.0,362.0,2.0,183.0,22.0,11.0,22.0
b0c89945c034268074f5f80b362bda34,cama_mesa_banho,60.0,612.0,1.0,550.0,16.0,10.0,16.0
0a8699af8de9f3c25f80fe9b530df153,moveis_decoracao,53.0,1988.0,3.0,2500.0,65.0,8.0,45.0
ef2fb3a493929907466587fecb5611e2,cool_stuff,38.0,195.0,1.0,567.0,35.0,27.0,17.0
44980f2abfac3c9364a666403350799b,esporte_lazer,46.0,1230.0,3.0,850.0,30.0,23.0,15.0
80c8ded77011b1d2c8e3bdbff65eab23,beleza_saude,60.0,918.0,1.0,200.0,22.0,3.0,15.0
f16d9c6688f187efa6ce353d689d85fd,moveis_escritorio,37.0,1259.0,1.0,8400.0,25.0,23.0,37.0
e297db380aba505a729f00cd61b149d9,utilidades_domesticas,54.0,1414.0,3.0,425.0,41.0,12.0,13.0
