geolocation_zip_code_prefix,geolocation_lat,gelocation_lng,geolocation_city,geolocation_state
8440,-23.533543038836097,-46.410417837965745,sao paulo,SP
8450,-23.543999145187108,-46.40018673016034,sao paulo,SP
8451,-23.539311759230777,-46.40046988664183,sao paulo,SP
8452,-23.532068071956985,-46.39737526240547,sao paulo,SP
8460,-23.55281915934243,-46.401911673843536,sao paulo,SP
8461,-23.559837152315538,-46.40422992054099,sao paulo,SP
8470,-23.59063676727138,-46.40544553714187,sao paulo,SP
8473,-23.583640893407363,-46.41564707660581,sao paulo,SP
8474,-23.594829483255708,-46.412661455679455,sao paulo,SP
8475,-23.588548090189526,-46.39957872251529,sao paulo,SP
8485,-23.589955075176455,-46.41220586639826,sao paulo,SP
8490,-23.573100861060325,-46.415395875191386,sao paulo,SP
8500,-23.54481488145259,-46.365856492687755,ferraz de vasconcelos,SP
8502,-23.53947676549785,-46.35846761483803,ferraz de vasconcelos,SP
8505,-23.552432266671623,-46.366659590261115,ferraz de vasconcelos,SP
8510,-23.560029259302837,-46.35983344250401,ferraz de vasconcelos,SP
8517,-23.56892589286744,-46.372428309048416,ferraz de vasconcelos,SP
8526,-23.556512244298634,-46.38300847247897,ferraz de vasconcelos,SP
8528,-23.554080095219565,-46.37439775919687,ferraz de vasconcelos,SP
8529,-23.547591306504795,-46.372874469674905,ferraz de vasconcelos,SP
8530,-23.535249995085103,-46.371060344596,ferraz de vasconcelos,SP
8532,-23.538897638612585,-46.377952084083034,ferraz de vasconcelos,SP
8533,-23.545704287907817,-46.37913213480587,ferraz de vasconcelos,SP
8538,-23.530991120416008,-46.38992139768599,ferraz de vasconcelos,SP
8540,-23.521333128409307,-46.381492516254916,ferraz de vasconcelos,SP
8541,-23.52039186756291,-46.37405086923973,ferraz de vasconcelos,SP
8542,-23.516847942536753,-46.370962909592414,ferraz de vasconcelos,SP
8544,-23.531743948575166,-46.363150365663245,ferraz de vasconcelos,SP
8550,-23.52194421054593,-46.34087492614052,poa,SP
8557,-23.512737270121878,-46.34231544074307,poa,SP
8562,-23.531825413303835,-46.34493306106585,poa,SP
8567,-23.549190351458428,-46.35222982983538,poa,SP
8572,-23.496827770548947,-46.341815227767235,itaquaquecetuba,SP
8573,-23.49208198891801,-46.34993692750342,itaquaquecetuba,SP
8574,-23.50243054445295,-46.35358869190592,itaquaquecetuba,SP
8576,-23.488983987496376,-46.35738119832365,itaquaquecetuba,SP
8577,-23.48611145466222,-46.36672076531711,itaquaquecetuba,SP
8580,-23.451383818049496,-46.34347817457569,itaquaquecetuba,SP
8583,-23.445104372262907,-46.37446965996916,itaquaquecetuba,SP
8588,-23.438957791052466,-46.31928137845878,itaquaquecetuba,SP
8589,-23.43916869300753,-46.302161863788136,itaquaquecetuba,SP
8593,-23.47447986408073,-46.306470801924526,itaquaquecetuba,SP
8597,-23.460085722998173,-46.32066987382232,itaquaquecetuba,SP
8598,-23.466988487507592,-46.32528745224138,itaquaquecetuba,SP
8599,-23.46535113147831,-46.33959705106873,itaquaquecetuba,SP
8615,-23.5478173394453,-46.29562373495021,suzano,SP
8616,-23.557167128317072,-46.29273877279442,suzano,SP
8625,-23.643542978799257,-46.313099042406925,suzano,SP
8630,-23.646688575359875,-46.32689397677152,suzano,SP
8640,-23.622525771818758,-46.32595623782947,suzano,SP
8655,-23.5938127383662,-46.30568570187291,suzano,SP
8664,-23.557876941289944,-46.32636817750629,suzano,SP
8670,-23.53830862286519,-46.33042653614289,suzano,SP
8673,-23.540539029037912,-46.31794954369798,suzano,SP
8674,-23.543283541610446,-46.313030206371685,suzano,SP
8675,-23.55172984516421,-46.313416040411035,suzano,SP
8676,-23.553927490558298,-46.30691050096009,suzano,SP
8683,-23.52823329538844,-46.310954153082484,suzano,SP
8685,-23.523438861295997,-46.30496565775929,suzano,SP
8686,-23.53468582765267,-46.287394845770656,suzano,SP
8690,-23.49809915521164,-46.315955832139096,suzano,SP
8694,-23.511192262104753,-46.29582111132435,suzano,SP
8695,-23.494702294035772,-46.279698000706645,suzano,SP
8710,-23.522840094345344,-46.1955458411618,mogi das cruzes,SP
8715,-23.5259699975248,-46.18844218219641,mogi das cruzes,SP
8717,-23.539784850233072,-46.19090421090354,mogi das cruzes,SP
8720,-23.54050313841087,-46.17951599274321,mogi das cruzes,SP
8730,-23.535671151861834,-46.20113833469229,mogi das cruzes,SP
8735,-23.534371613792526,-46.21285332003901,mogi das cruzes,SP
8738,-23.552241458338038,-46.20076519558149,mogi das cruzes,SP
8740,-23.54285387223124,-46.2157459533423,mogi das cruzes,SP
8743,-23.555409578770284,-46.218132250650505,mogi das cruzes,SP
8750,-23.548514659300903,-46.250895837694316,mogi das cruzes,SP
8752,-23.543394600163566,-46.262085681846166,mogi das cruzes,SP
8753,-23.599734457721812,-46.24425352033103,mogi das cruzes,SP
8760,-23.561696330882008,-46.22145308933835,mogi das cruzes,SP
8761,-23.561245022024075,-46.219106510132825,mogi das cruzes,SP
8763,-23.57201202255187,-46.219148024353075,mogi das cruzes,SP
8771,-23.46369115983586,-46.15286255126098,mogi das cruzes,SP
8773,-23.513611625675388,-46.18967506489788,mogi das cruzes,SP
8775,-23.499702301795004,-46.18523295889001,mogi das cruzes,SP
8780,-23.520213894289633,-46.17732269163664,mogi das cruzes,SP
8790,-23.528928233255044,-46.17165148842832,mogi das cruzes,SP
8810,-23.501501454838422,-46.15067015542788,mogi das cruzes,SP
8820,-23.50893894612542,-46.15005921825601,mogi das cruzes,SP
8830,-23.51562982228005,-46.1411121720396,mogi das cruzes,SP
8832,-23.516913648399584,-46.10417245526518,mogi das cruzes,SP
8840,-23.482177500178672,-46.13804883519811,mogi das cruzes,SP
8850,-23.484291191821647,-46.08949684756371,mogi das cruzes,SP
8970,-23.531454479508646,-45.84898375245856,salesopolis,SP
9010,-23.65948320175806,-46.5250876420999,santo andre,SP
9015,-23.659363636440848,-46.523183340521754,santo andre,SP
9020,-23.66182986287071,-46.526935182825184,santo andre,SP
9030,-23.668868124421497,-46.52652032295857,santo andre,SP
9040,-23.663842697059167,-46.53296352289972,santo andre,SP
9041,-23.663442690745644,-46.53860705845503,santo andre,SP
9060,-23.665535515458668,-46.54911497019458,santo andre,SP
9061,-23.650519176367368,-46.5591299206254,santo andre,SP
9070,-23.64365536920469,-46.546368391966425,santo andre,SP
9080,-23.640443596560736,-46.54174227300769,santo andre,SP
9090,-23.65225089983032,-46.53834444978408,santo andre,SP
9110,-23.671410321922412,-46.506074637083486,santo andre,SP
9111,-23.671209032059867,-46.49116730072022,santo andre,SP
9120,-23.678728500296447,-46.49606223946509,santo andre,SP
9121,-23.68151425230396,-46.50092180775807,santo andre,SP
9130,-23.68944462791478,-46.50501034876413,santo andre,SP
9131,-23.69492254625712,-46.49711830677247,santo andre,SP
9132,-23.703763476578203,-46.5017522711277,santo andre,SP
9163,-23.76294585048319,-46.473361103844674,santo andre,SP
9170,-23.708544965481256,-46.508888110317486,santo andre,SP
9171,-23.700197687438838,-46.513128422189745,santo andre,SP
9175,-23.686359044629963,-46.51707802760376,santo andre,SP
9180,-23.693393193642333,-46.5231844164656,santo andre,SP
9181,-23.683272109835038,-46.525233029083445,santo andre,SP
9182,-23.697396339460543,-46.53032152014559,santo andre,SP
9185,-23.682941244718187,-46.535487439084875,santo andre,SP
9190,-23.6739154838235,-46.5381574228735,santo andre,SP
9210,-23.63738184885248,-46.52809787861086,santo andre,SP
9220,-23.622287896059987,-46.536900867948326,santo andre,SP
9230,-23.62057801188255,-46.5274097864033,santo andre,SP
9240,-23.629487050309788,-46.52414775441366,santo andre,SP
9241,-23.6326593335586,-46.51930571108431,santo andre,SP
9260,-23.63107584294424,-46.49643229952413,santo andre,SP
9270,-23.64056372252822,-46.494431842210396,santo andre,SP
9271,-23.641860793712095,-46.5007280723824,santo andre,SP
9280,-23.64014377633707,-46.5161594752102,santo andre,SP
9290,-23.652361271418293,-46.50789694256689,santo andre,SP
9291,-23.64510056645669,-46.519200513273965,santo andre,SP
9310,-23.670348459035758,-46.45122585319371,maua,SP
9320,-23.66003087272816,-46.44151148849927,maua,SP
9321,-23.648730193239793,-46.43630674015864,maua,SP
9330,-23.662298503303166,-46.42169512048245,maua,SP
9331,-23.673149270468024,-46.41985501627955,maua,SP
9333,-23.648718716107386,-46.41773261934037,maua,SP
9340,-23.671406718740272,-46.430267450470716,maua,SP
9350,-23.680729252163324,-46.444238272702385,maua,SP
9351,-23.684033795365625,-46.43879046263101,maua,SP
9360,-23.684914927517188,-46.45695782334157,maua,SP
9361,-23.696375623592306,-46.45579294852484,maua,SP
9370,-23.67857502266464,-46.46508387745465,maua,SP
9371,-23.669872959824414,-46.47621306270232,maua,SP
9380,-23.641735998374518,-46.478645021121224,maua,SP
9390,-23.654195034752103,-46.45365381825393,maua,SP
9400,-23.711851451612144,-46.41244149883675,ribeirao pires,SP
9405,-23.70076577122381,-46.40433331183219,ribeirao pires,SP
9406,-23.710828956802267,-46.400522918579085,ribeirao pires,SP
9407,-23.70327693014275,-46.388611900126875,ribeirao pires,SP
9411,-23.718907865445058,-46.39471606155454,ribeirao pires,SP
9415,-23.75501850131045,-46.441857353060016,ribeirao pires,SP
9416,-23.73885547032336,-46.447140971353605,ribeirao pires,SP
9434,-23.66004151862936,-46.372941065863955,ribeirao pires,SP
9443,-23.680644946961863,-46.34951520939184,ribeirao pires,SP
9520,-23.608506343913913,-46.571281579885124,sao caetano do sul,SP
9530,-23.621542891813707,-46.57510268453866,sao caetano do sul,SP
9531,-23.61999668837158,-46.570899938883535,sao caetano do sul,SP
9540,-23.624968420796606,-46.566194355285866,sao caetano do sul,SP
9541,-23.620205690144598,-46.56414467348052,sao caetano do sul,SP
9550,-23.617424303036877,-46.55188178218847,sao caetano do sul,SP
9551,-23.62345398420194,-46.553039562714616,sao caetano do sul,SP
9560,-23.632642413705778,-46.55438133370326,sao caetano do sul,SP
9561,-23.639014704435137,-46.55693757893049,sao caetano do sul,SP
9570,-23.632744917274707,-46.56543098226675,sao caetano do sul,SP
9571,-23.63490255630611,-46.56483733891245,sao caetano do sul,SP
9572,-23.642441270973308,-46.56083126678535,sao caetano do sul,SP
9601,-23.67157299313539,-46.55939447447094,sao bernardo do campo,SP
9607,-23.673552353222416,-46.56139692689742,sao bernardo do campo,SP
9618,-23.668069814498637,-46.56449853172678,sao bernardo do campo,SP
9619,-23.66583643434326,-46.56447349124348,sao bernardo do campo,SP
9625,-23.661090346529676,-46.56669030628886,sao bernardo do campo,SP
9627,-23.658316469386005,-46.56631829437865,sao bernardo do campo,SP
9628,-23.66130475506377,-46.564296407294165,sao bernardo do campo,SP
9633,-23.654337222511014,-46.56720926554255,sao bernardo do campo,SP
9661,-23.660864966338345,-46.59644061310163,sao bernardo do campo,SP
9666,-23.659009237227743,-46.60663437737783,sao bernardo do campo,SP
9668,-23.66260216817041,-46.61213718089103,sao bernardo do campo,SP
9669,-23.662435827373987,-46.60776237256183,sao bernardo do campo,SP
9687,-23.673393633424453,-46.59524050907028,sao bernardo do campo,SP
9688,-23.672621774030517,-46.59262644383219,sao bernardo do campo,SP
9689,-23.668365154906958,-46.591484465429794,sao bernardo do campo,SP
9690,-23.67512052046353,-46.59061531395742,sao bernardo do campo,SP
9691,-23.669855509401177,-46.589828905516704,sao bernardo do campo,SP
9710,-23.710466484131672,-46.548939650481294,sao bernardo do campo,SP
9715,-23.715655922883034,-46.54574782914775,sao bernardo do campo,SP
9720,-23.71560389581901,-46.5540847126564,sao bernardo do campo,SP
9725,-23.706316018037793,-46.556956230405845,sao bernardo do campo,SP
9726,-23.68807971060781,-46.56182137843302,sao bernardo do campo,SP
9732,-23.68238569130247,-46.56105342253517,sao bernardo do campo,SP
9750,-23.688118958076767,-46.55322175065388,sao bernardo do campo,SP
9751,-23.691384626217896,-46.54373229668177,sao bernardo do campo,SP
9760,-23.699068218670817,-46.542196940263665,sao bernardo do campo,SP
9761,-23.708765360343428,-46.5282179669019,sao bernardo do campo,SP
9762,-23.706205281409957,-46.520501154745155,sao bernardo do campo,SP
9771,-23.703914664846963,-46.54294064122098,sao bernardo do campo,SP
9780,-23.71504959465715,-46.537268208377945,sao bernardo do campo,SP
9783,-23.723041140827767,-46.529164332093046,sao bernardo do campo,SP
9784,-23.71787128505165,-46.524917595869965,sao bernardo do campo,SP
9785,-23.709470844712847,-46.540881790498744,sao bernardo do campo,SP
9790,-23.72799221530055,-46.54284778999086,sao bernardo do campo,SP
9791,-23.740862611463054,-46.53189666316326,sao bernardo do campo,SP
9810,-23.719576291836965,-46.56475309248674,sao bernardo do campo,SP
9811,-23.727016656204928,-46.56057269276538,sao bernardo do campo,SP
9812,-23.724885049110526,-46.570414288708626,sao bernardo do campo,SP
9820,-23.74089677212717,-46.555203353202636,sao bernardo do campo,SP
9821,-23.75156759881336,-46.55710966033656,sao bernardo do campo,SP
9831,-23.792495614905764,-46.540337602102205,sao bernardo do campo,SP
9837,-23.821662070042358,-46.56666202847232,sao bernardo do campo,SP
9841,-23.737476726851742,-46.575776224407434,sao bernardo do campo,SP
9842,-23.753745460203827,-46.59114822278005,sao bernardo do campo,SP
9843,-23.770321825801567,-46.59475979127356,sao bernardo do campo,SP
9844,-23.7580269311569,-46.577399402985954,sao bernardo do campo,SP
9846,-23.735135589141112,-46.57578753274095,sao bernardo do campo,SP
9850,-23.72523110437849,-46.582035021221365,sao bernardo do campo,SP
9851,-23.715284739525174,-46.59045718465917,sao bernardo do campo,SP
9852,-23.729244704545895,-46.59517054648574,sao bernardo do campo,SP
9854,-23.75303524441393,-46.59720950762009,sao bernardo do campo,SP
9860,-23.70769153477817,-46.57672275248883,sao bernardo do campo,SP
9861,-23.707693503963565,-46.58133168735307,sao bernardo do campo,SP
9862,-23.701153113067196,-46.58292897999653,sao bernardo do campo,SP
9891,-23.68579801493024,-46.57089267384956,sao bernardo do campo,SP
9892,-23.683099474120297,-46.57520551085803,sao bernardo do campo,SP
9895,-23.704427404926463,-46.57017710285872,sao bernardo do campo,SP
9896,-23.7036193137157,-46.56388329504261,sao bernardo do campo,SP
9910,-23.691342167014263,-46.62898847868135,diadema,SP
9911,-23.689282735863,-46.61971483359875,diadema,SP
9912,-23.689612630008703,-46.61559771019247,diadema,SP
9920,-23.681661597834157,-46.62333330778583,diadema,SP
9921,-23.67978713159592,-46.61283983168333,diadema,SP
9930,-23.670748715932554,-46.6167119322868,diadema,SP
9931,-23.666661956738846,-46.622739469527986,diadema,SP
9932,-23.665255092750805,-46.61635840709584,diadema,SP
9941,-23.678007352881654,-46.602978251015216,diadema,SP
9950,-23.683536618616532,-46.58651864788763,diadema,SP
9951,-23.689006218373414,-46.590933120828744,diadema,SP
9952,-23.692185910720834,-46.59867493483721,diadema,SP
9961,-23.702465412990726,-46.596051578023875,diadema,SP
9971,-23.72584838470672,-46.621347285188705,diadema,SP
9990,-23.696727674576167,-46.61690818671133,diadema,SP
11010,-23.933572609891648,-46.32962527759821,santos,SP
11013,-23.937701640508337,-46.32599744254459,santos,SP
11015,-23.95315331127147,-46.31920772096948,santos,SP
11020,-23.968456147951258,-46.305470073272346,santos,SP
11025,-23.970493176810965,-46.308195291141395,santos,SP
11030,-23.984858304705913,-46.30206995146367,santos,SP
11035,-23.980419737383784,-46.30448134840116,santos,SP
11040,-23.97231558492791,-46.31441392365002,santos,SP
11045,-23.969746244887773,-46.32193882675136,santos,SP
11055,-23.965733873195106,-46.32872174420308,santos,SP
11060,-23.962573924300305,-46.33409872636013,santos,SP
11065,-23.96522724354383,-46.343581343498315,santos,SP
11070,-23.95674767368625,-46.34527196911746,santos,SP
11075,-23.95460047631287,-46.3377311534732,santos,SP
11080,-23.944443210167957,-46.35173472578567,santos,SP
11081,-23.9347458763459,-46.34297478233758,santos,SP
11085,-23.9378287823699,-46.35659153288517,santos,SP
11086,-23.945181237945636,-46.374395821719865,santos,SP
11088,-23.94091079817134,-46.384935389282745,santos,SP
11095,-23.92726582155666,-46.37847494477223,santos,SP
11250,-23.818390396829994,-46.080623703430774,bertioga,SP
11310,-23.96749612845216,-46.386454598108685,sao vicente,SP
11320,-23.97008658151104,-46.37258888672385,sao vicente,SP
11335,-23.965364957343798,-46.41205736566614,sao vicente,SP
11340,-23.957720257420604,-46.4071754952537,sao vicente,SP
11346,-23.983340387393454,-46.48798773268121,sao vicente,SP
11347,-23.98160481813638,-46.46564557939346,sao vicente,SP
11360,-23.94714404114551,-46.397611808725934,sao vicente,SP
11380,-23.959894868797242,-46.37279450084676,sao vicente,SP
11390,-23.961942699024217,-46.382116371506044,sao vicente,SP
11410,-23.995219204417705,-46.259723485348914,guaruja,SP
11420,-24.008101778173316,-46.27200201394743,guaruja,SP
11421,-24.013551352695554,-46.28257370581273,guaruja,SP
11430,-23.993943564523676,-46.28488818653082,guaruja,SP
11431,-23.995826199432805,-46.27873912129403,guaruja,SP
11432,-23.98761401331361,-46.2703660822602,guaruja,SP
11436,-23.971208395661478,-46.25152420256195,guaruja,SP
11441,-23.97915587674242,-46.228265226057,guaruja,SP
11442,-23.9761179149753,-46.2200384397062,guaruja,SP
11446,-23.943377092119317,-46.19790613152642,guaruja,SP
11450,-23.94195407899811,-46.30256477959018,guaruja,SP
11451,-23.945473847773897,-46.28944883420094,guaruja,SP
11453,-23.936702982679112,-46.28689951416298,guaruja,SP
11454,-23.94635085661444,-46.281306673301884,guaruja,SP
11461,-23.95528317943591,-46.27386492315133,guaruja,SP
11462,-23.95454349753292,-46.284612764805324,guaruja,SP
11463,-23.953061896804826,-46.288223511279675,guaruja,SP
11471,-23.964550695667054,-46.27876856476224,guaruja,SP
11495,-23.96363889580412,-46.25211614556842,guaruja,SP
11500,-23.88021442880335,-46.41727266494471,cubatao,SP
11520,-23.89517936542375,-46.42385612048428,cubatao,SP
11530,-23.93096161562972,-46.400202583661105,cubatao,SP
11533,-23.927947743741854,-46.40974227350017,cubatao,SP
11542,-23.91247945234129,-46.464091820911676,cubatao,SP
11600,-23.771731754447984,-45.52529592946437,sao sebastiao,SP
11602,-23.726916961567067,-45.42373020573834,sao sebastiao,SP
11609,-23.801617154149607,-45.405355784986774,sao sebastiao,SP
11612,-23.82155150723974,-45.43303767216161,sao sebastiao,SP
11618,-23.781187301287556,-45.62013060008777,sao sebastiao,SP
11622,-23.77043797625485,-45.67994492992504,sao sebastiao,SP
11630,-23.814526222798346,-45.36872586432739,ilhabela,SP
11660,-23.622808936233554,-45.41413597858686,caraguatatuba,SP
11661,-23.62113045883141,-45.39902993702429,caraguatatuba,SP
11662,-23.62293340839172,-45.38516861685006,caraguatatuba,SP
11665,-23.635063933488105,-45.42502182165966,caraguatatuba,SP
11667,-23.68604017784386,-45.436779331088815,caraguatatuba,SP
11668,-23.70982015879929,-45.440673750140895,caraguatatuba,SP
11671,-23.67398268920312,-45.443431675164,caraguatatuba,SP
11672,-23.658199664459282,-45.438700765763734,caraguatatuba,SP
11673,-23.63759173027465,-45.43653965834331,caraguatatuba,SP
11676,-23.604520431800804,-45.357386158227364,caraguatatuba,SP
11680,-23.452929299956928,-45.093219408528476,ubatuba,SP
11700,-24.01038369810231,-46.406277006157715,praia grande,SP
11701,-24.00892314920889,-46.41912533835565,praia grande,SP
11702,-24.014394674314207,-46.43835831981763,praia grande,SP
11703,-24.020432382666982,-46.45996058132934,praia grande,SP
11704,-24.026525667888205,-46.478236942635036,praia grande,SP
11705,-24.03661708098261,-46.50486334481665,praia grande,SP
11706,-24.047332489747546,-46.525443189675045,praia grande,SP
11707,-24.05456065295481,-46.542091190596324,praia grande,SP
11708,-24.067888805103607,-46.56761786544669,praia grande,SP
11712,-24.035800350309216,-46.53027244443792,praia grande,SP
11720,-24.008341755064745,-46.45929254716721,praia grande,SP
11722,-24.001499900399846,-46.4498635167305,praia grande,SP
11730,-24.11189555747921,-46.665437421768196,mongagua,SP
11740,-24.18271029899566,-46.801838599988436,itanhaem,SP
11750,-24.30309880267998,-46.98704897913631,peruibe,SP
11760,-24.290642394425944,-47.164350224471185,itariri,SP
11790,-24.279033957085804,-47.235761825825534,pedro de toledo,SP
11800,-24.316625385471756,-47.634745537475155,juquia,SP
11900,-24.498837779550897,-47.84616128650988,registro,SP
11930,-24.715275336616124,-47.88138462884032,pariquera-acu,SP
11940,-24.701831240017185,-48.00518422912897,jacupiranga,SP
11950,-24.72819885032075,-48.1128044045457,cajati,SP
11960,-24.52279882421583,-48.10802251113439,eldorado,SP
11990,-25.009292746688903,-47.93195710361432,cananeia,SP
12010,-23.032505379277787,-45.5594381761617,taubate,SP
12020,-23.024280905181556,-45.55908211584209,taubate,SP
12030,-23.032142161173525,-45.57046127271817,taubate,SP
12031,-23.039536166276562,-45.58107022035314,taubate,SP
12040,-23.02980736106754,-45.58990903449013,taubate,SP
12041,-23.027766508413336,-45.578564280368944,taubate,SP
12050,-23.01997035777431,-45.57156916139429,taubate,SP
12052,-23.009417600463877,-45.56793059262498,taubate,SP
12053,-23.005570806176625,-45.57546302746438,taubate,SP
12060,-23.014807429888094,-45.55899719867828,taubate,SP
12070,-23.01758622252829,-45.54145499768457,taubate,SP
12072,-23.007841485129667,-45.52110729830195,taubate,SP
12080,-23.022806049124338,-45.550847355737325,taubate,SP
12090,-23.044417151183058,-45.554036957841426,taubate,SP
12091,-23.046085202113314,-45.568569904055046,taubate,SP
12120,-22.97498488374376,-45.547937514535704,tremembe,SP
12209,-23.178000475176187,-45.88381771655037,sao jose dos campos,SP
12211,-23.164137570782792,-45.8932646045436,sao jose dos campos,SP
12215,-23.18545241916594,-45.87164627370397,sao jose dos campos,SP
12216,-23.195572887198395,-45.879284650658015,sao jose dos campos,SP
12220,-23.179558233032942,-45.85510343437451,sao jose dos campos,SP
12223,-23.18117141546331,-45.82885254621153,sao jose dos campos,SP
12224,-23.178300100887494,-45.823462362520274,sao jose dos campos,SP
12225,-23.190566148375837,-45.796100343632865,sao jose dos campos,SP
12226,-23.141728248410512,-45.8985037934218,sao jose dos campos,SP
12227,-23.208988915768167,-45.85446999952331,sao jose dos campos,SP
12228,-23.251060768328074,-45.83435185164655,sao jose dos campos,SP
12230,-23.224503345848696,-45.88784285021331,sao jose dos campos,SP
12231,-23.224372002311345,-45.88205980388528,sao jose dos campos,SP
12232,-23.258131236182972,-45.88760910492552,sao jose dos campos,SP
12233,-23.2466806873142,-45.88690913568322,sao jose dos campos,SP
12235,-23.23378678072191,-45.90247179987767,sao jose dos campos,SP
12236,-23.250987185124412,-45.89887386715427,sao jose dos campos,SP
12237,-23.243574103583633,-45.91359768380582,sao jose dos campos,SP
12238,-23.256593496952405,-45.92009307287211,sao jose dos campos,SP
12239,-23.26702945622198,-45.90126374179415,sao jose dos campos,SP
12240,-23.224298357534785,-45.91320082089596,sao jose dos campos,SP
12241,-23.232505015099722,-45.92657167281119,sao jose dos campos,SP
12242,-23.201725128274056,-45.90668585444045,sao jose dos campos,SP
12243,-23.202268092167266,-45.898028480304646,sao jose dos campos,SP
12244,-23.198979411325496,-45.943170855800524,sao jose dos campos,SP
12245,-23.19800832733373,-45.88888771264313,sao jose dos campos,SP
12246,-23.216860677030184,-45.90859380488937,sao jose dos campos,SP
12247,-23.160675066688064,-45.800316567755644,sao jose dos campos,SP
12250,-22.95371488210672,-45.839550230520295,monteiro lobato,SP
12260,-23.39314863042592,-45.660762194770186,paraibuna,SP
12270,-23.26168303044727,-45.69815213667702,jambeiro,SP
12280,-23.093824983470043,-45.701705202111555,cacapava,SP
12282,-23.103135690537695,-45.70022942265547,cacapava,SP
12284,-23.11406169684072,-45.70061198906473,cacapava,SP
12285,-23.125016228981334,-45.71406705773996,cacapava,SP
12286,-23.109777967694743,-45.7205368736088,cacapava,SP
12288,-23.093176807225497,-45.71105364946358,cacapava,SP
12297,-23.08772711862367,-45.6901028027442,cacapava,SP
12305,-23.276771834482673,-45.94763637264328,jacarei,SP
12307,-23.29714964671475,-45.95630558731027,jacarei,SP
12308,-23.303916909849313,-45.96265248801374,jacarei,SP
12309,-23.309044796490923,-45.95713921568355,jacarei,SP
12312,-23.301437394792437,-45.933087360966624,jacarei,SP
12316,-23.31630593498917,-45.94056912975552,jacarei,SP
12318,-23.31233789179588,-45.95536101287014,jacarei,SP
12319,-23.323512710333635,-45.97001327564451,jacarei,SP
12320,-23.313562901367344,-45.97591144517975,jacarei,SP
12322,-23.310697250854687,-45.98442655904845,jacarei,SP
12324,-23.313462288418744,-46.00368673383422,jacarei,SP
12327,-23.30231825231695,-45.97188817895197,jacarei,SP
12328,-23.288301572514964,-45.96299534609562,jacarei,SP
12329,-23.287786539257805,-45.95363185079989,jacarei,SP
12330,-23.2965014918086,-46.02047488758664,jacarei,SP
12331,-23.27193794186258,-46.06549877693504,jacarei,SP
12400,-22.926357443984426,-45.46285091085812,pindamonhangaba,SP
12405,-22.923916492417288,-45.43765990159927,pindamonhangaba,SP
12410,-22.934744945078158,-45.4566779657252,pindamonhangaba,SP
12411,-22.93129428181601,-45.43592124225664,pindamonhangaba,SP
12414,-22.945432107582036,-45.407988510722085,pindamonhangaba,SP
12420,-22.94310641504543,-45.46523661649501,pindamonhangaba,SP
12444,-22.896914141331756,-45.37921535608738,pindamonhangaba,SP
12446,-22.8861757881407,-45.36757500018274,pindamonhangaba,SP
12460,-22.736719290555136,-45.58642608881505,campos do jordao,SP
12507,-22.806655722449275,-45.23958710021273,guaratingueta,SP
12510,-22.786281612566242,-45.22834581248162,guaratingueta,SP
12514,-22.796690662075964,-45.19762460671174,guaratingueta,SP
12515,-22.805762553276395,-45.193135141371066,guaratingueta,SP
12517,-22.79612260022051,-45.18345967035635,guaratingueta,SP
12518,-22.786431160715043,-45.182986457727914,guaratingueta,SP
12522,-22.78457612899693,-45.15682180275243,guaratingueta,SP
12530,-23.07086402487931,-44.9555940657993,cunha,SP
12570,-22.851231225609038,-45.24664690995327,aparecida,SP
12602,-22.722327465958465,-45.120321910002225,lorena,SP
12604,-22.731494876815482,-45.10876763793231,lorena,SP
12605,-22.738001173548327,-45.09597930974519,lorena,SP
12606,-22.741511633167853,-45.10961076172541,lorena,SP
12630,-22.665773825235462,-45.00905168465506,cachoeira paulista,SP
12701,-22.578126240918923,-44.96154905740904,cruzeiro,SP
12705,-22.574433964535988,-44.9699439571695,cruzeiro,SP
12710,-22.56819591425783,-44.95975159898781,cruzeiro,SP
12712,-22.56115136720201,-44.95953380184062,cruzeiro,SP
12730,-22.57977108892484,-44.95308633578923,cruzeiro,SP
12830,-22.649594093894706,-44.57781789098196,sao jose do barreiro,SP
12900,-22.95654497008028,-46.54196008538665,braganca paulista,SP
12906,-22.939152964330194,-46.549405716769236,braganca paulista,SP
12908,-22.93517026970304,-46.54502290270544,braganca paulista,SP
12910,-22.941403551092012,-46.53164697568854,braganca paulista,SP
12913,-22.96169371848571,-46.523854165256665,braganca paulista,SP
12914,-22.964802783097714,-46.53441931528525,braganca paulista,SP
12916,-22.98175444793326,-46.534030892457885,braganca paulista,SP
12917,-22.98121294137304,-46.54768553078246,braganca paulista,SP
12919,-22.971100942584986,-46.55052117385689,braganca paulista,SP
12922,-22.914508447820744,-46.55569144608404,braganca paulista,SP
12924,-22.878146156994603,-46.530953922860846,braganca paulista,SP
12929,-22.93195334182427,-46.52404281144618,braganca paulista,SP
12940,-23.11473052430801,-46.55288053987791,atibaia,SP
12941,-23.123122478910513,-46.54158063237093,atibaia,SP
12942,-23.122809182908796,-46.560050093984486,atibaia,SP
12943,-23.127776892616296,-46.56912055201629,atibaia,SP
12948,-23.196335617852228,-46.58709106544782,atibaia,SP
12949,-23.1524633151899,-46.59227999547524,atibaia,SP
12950,-23.141731401854,-46.582233945880695,atibaia,SP
12951,-23.124376740381013,-46.582791553466556,atibaia,SP
12952,-23.08992524585618,-46.61165422508775,atibaia,SP
